Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6947,CA-2015-126466,11/9/2015,11/13/2015,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Roseville,California,95661,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",2,2,0.00,1.17
6948,CA-2015-130365,4/25/2015,4/29/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Illinois,60505,Central,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221,2,0.20,-55.26
6949,CA-2015-130365,4/25/2015,4/29/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Illinois,60505,Central,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128,3,0.30,-23.78
6950,CA-2017-143021,11/19/2017,11/19/2017,Same Day,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10011,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",58,7,0.20,18.25
6951,CA-2017-143021,11/19/2017,11/19/2017,Same Day,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10011,East,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,80,3,0.40,-29.32
6952,CA-2015-161767,11/20/2015,11/24/2015,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Dallas,Texas,75217,Central,TEC-MA-10002790,Technology,Machines,NeatDesk Desktop Scanner & Digital Filing System,480,2,0.40,56.00
6953,CA-2015-129917,10/2/2015,10/3/2015,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,12,3,0.20,4.13
6954,CA-2015-129917,10/2/2015,10/3/2015,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,54,4,0.20,19.42
6955,CA-2015-129917,10/2/2015,10/3/2015,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10000369,Technology,Phones,HTC One Mini,504,5,0.20,50.40
6956,CA-2015-115420,4/25/2015,5/2/2015,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Los Angeles,California,90004,West,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,21,2,0.00,9.82
6957,CA-2016-157588,7/14/2016,7/19/2016,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,36,5,0.00,17.11
6958,CA-2016-157588,7/14/2016,7/19/2016,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",52,1,0.00,15.53
6959,CA-2015-167255,9/27/2015,9/29/2015,Second Class,RH-19510,Rick Huthwaite,Home Office,United States,San Francisco,California,94110,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",16,1,0.00,4.34
6960,CA-2015-167255,9/27/2015,9/29/2015,Second Class,RH-19510,Rick Huthwaite,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,147,3,0.00,73.41
6961,CA-2015-167255,9/27/2015,9/29/2015,Second Class,RH-19510,Rick Huthwaite,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,13,2,0.00,6.22
6962,CA-2017-162096,11/10/2017,11/10/2017,Same Day,TB-21190,Thomas Brumley,Home Office,United States,Riverside,California,92503,West,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,8,3,0.00,2.11
6963,CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,10,5,0.00,4.79
6964,CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",22,3,0.00,5.58
6965,CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24,5,0.00,11.09
6966,CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,76,2,0.00,18.24
6967,CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6,2,0.00,3.17
6968,CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),60,9,0.00,28.86
6969,CA-2015-110765,10/16/2015,10/20/2015,Second Class,MP-17965,Michael Paige,Corporate,United States,New York City,New York,10011,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,825,3,0.00,214.49
6970,CA-2016-163937,1/10/2016,1/13/2016,Second Class,JB-16000,Joy Bell-,Consumer,United States,Longview,Washington,98632,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",25,5,0.00,7.70
6971,CA-2017-153822,9/19/2017,9/25/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,13,2,0.20,-2.52
6972,CA-2017-153822,9/19/2017,9/25/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,90,2,0.20,4.48
6973,CA-2017-153822,9/19/2017,9/25/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,472,2,0.20,29.50
6974,CA-2017-153822,9/19/2017,9/25/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,18,4,0.70,-13.94
6975,CA-2017-146185,9/15/2017,9/19/2017,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Houston,Texas,77095,Central,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,32,2,0.20,8.33
6976,CA-2015-112144,6/28/2015,7/2/2015,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Gilbert,Arizona,85234,West,OFF-LA-10000443,Office Supplies,Labels,Avery 501,6,2,0.20,1.99
6977,CA-2015-112144,6/28/2015,7/2/2015,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Gilbert,Arizona,85234,West,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,622,4,0.20,46.63
6978,US-2016-119298,11/25/2016,11/28/2016,First Class,EP-13915,Emily Phan,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,60,2,0.00,17.99
6979,CA-2017-155159,11/25/2017,11/29/2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",49,9,0.00,23.95
6980,CA-2017-149076,1/14/2017,1/19/2017,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,155,5,0.00,69.71
6981,CA-2014-146990,11/7/2014,11/8/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,6,4,0.00,2.84
6982,CA-2014-146990,11/7/2014,11/8/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,New York City,New York,10024,East,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30,3,0.00,13.88
6983,CA-2016-116526,9/1/2016,9/5/2016,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24,5,0.00,11.09
6984,CA-2016-116526,9/1/2016,9/5/2016,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,9,1,0.00,2.28
6985,CA-2016-116526,9/1/2016,9/5/2016,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",377,4,0.10,71.16
6986,CA-2016-116526,9/1/2016,9/5/2016,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,30,4,0.00,14.46
6987,CA-2016-116526,9/1/2016,9/5/2016,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AR-10004999,Office Supplies,Art,Newell 315,12,2,0.00,2.99
6988,CA-2016-116526,9/1/2016,9/5/2016,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26,5,0.00,12.67
6989,CA-2017-158561,11/11/2017,11/16/2017,Second Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Lauderdale,Florida,33311,South,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158,5,0.20,130.29
6990,CA-2017-165099,12/11/2017,12/13/2017,First Class,DK-13375,Dennis Kane,Consumer,United States,Abilene,Texas,79605,Central,OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,1,2,0.80,-3.76
6991,CA-2015-109386,11/8/2015,11/13/2015,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",44,3,0.00,18.66
6992,CA-2015-109386,11/8/2015,11/13/2015,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,226,5,0.00,58.81
6993,CA-2015-109386,11/8/2015,11/13/2015,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,187,3,0.00,41.04
6994,CA-2015-109386,11/8/2015,11/13/2015,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",266,7,0.00,79.76
6995,CA-2015-109386,11/8/2015,11/13/2015,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,OFF-AR-10000122,Office Supplies,Art,Newell 314,28,5,0.00,6.98
6996,CA-2015-166800,11/19/2015,11/26/2015,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Las Vegas,Nevada,89115,West,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,31,4,0.00,8.39
6997,CA-2017-117443,12/23/2017,12/25/2017,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,Rockford,Illinois,61107,Central,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,14,4,0.80,-22.14
6998,CA-2017-117443,12/23/2017,12/25/2017,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,Rockford,Illinois,61107,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,176,4,0.20,63.75
6999,US-2016-134369,9/16/2016,9/22/2016,Standard Class,BC-11125,Becky Castell,Home Office,United States,Laguna Niguel,California,92677,West,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,13,2,0.00,6.35
7000,CA-2017-123687,5/26/2017,5/29/2017,First Class,KC-16675,Kimberly Carter,Corporate,United States,Louisville,Kentucky,40214,South,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,208,3,0.00,62.53
7001,CA-2017-123687,5/26/2017,5/29/2017,First Class,KC-16675,Kimberly Carter,Corporate,United States,Louisville,Kentucky,40214,South,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,26,2,0.00,0.77
7002,CA-2015-104871,3/30/2015,4/3/2015,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Normal,Illinois,61761,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",367,4,0.30,-110.02
7003,CA-2014-133158,8/19/2014,8/21/2014,Second Class,DW-13195,David Wiener,Corporate,United States,Los Angeles,California,90045,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",289,7,0.00,26.03
7004,CA-2014-133158,8/19/2014,8/21/2014,Second Class,DW-13195,David Wiener,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69,2,0.20,22.57
7005,CA-2014-126333,12/23/2014,12/28/2014,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Port Arthur,Texas,77642,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,5,1,0.20,1.81
7006,CA-2015-141740,11/1/2015,11/5/2015,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,New York City,New York,10009,East,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,205,2,0.10,13.68
7007,CA-2014-119466,12/15/2014,12/21/2014,Standard Class,SP-20860,Sung Pak,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,9,2,0.60,-7.48
7008,CA-2015-154823,8/21/2015,8/25/2015,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,13,2,0.70,-8.98
7009,CA-2015-154823,8/21/2015,8/25/2015,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Springfield,Ohio,45503,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,598,3,0.30,-42.75
7010,CA-2015-154823,8/21/2015,8/25/2015,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Springfield,Ohio,45503,East,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,26,1,0.20,-3.90
7011,US-2014-135881,5/23/2014,5/27/2014,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,18,5,0.20,5.84
7012,US-2014-135881,5/23/2014,5/27/2014,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,5,2,0.00,0.15
7013,US-2014-135881,5/23/2014,5/27/2014,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208,1,0.00,56.20
7014,CA-2017-141201,12/9/2017,12/11/2017,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Salinas,California,93905,West,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,148,3,0.15,15.70
7015,CA-2014-114790,3/11/2014,3/13/2014,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",147,3,0.00,38.16
7016,CA-2014-114790,3/11/2014,3/13/2014,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,33,2,0.00,14.17
7017,CA-2014-114790,3/11/2014,3/13/2014,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,588,3,0.00,164.63
7018,CA-2014-114790,3/11/2014,3/13/2014,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,15,3,0.00,7.02
7019,US-2016-154256,6/23/2016,6/27/2016,Second Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10035,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,26,7,0.00,12.14
7020,CA-2014-124737,8/23/2014,8/27/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,16,3,0.20,5.44
7021,CA-2014-124737,8/23/2014,8/27/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,7,1,0.20,0.51
7022,CA-2014-124737,8/23/2014,8/27/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,4,3,0.20,1.27
7023,CA-2014-124737,8/23/2014,8/27/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,144,9,0.20,10.77
7024,CA-2014-124737,8/23/2014,8/27/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,31,6,0.20,10.89
7025,CA-2014-124737,8/23/2014,8/27/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,223,9,0.20,69.71
7026,US-2017-101840,2/6/2017,2/12/2017,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,227,6,0.00,65.96
7027,US-2017-101840,2/6/2017,2/12/2017,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,10024,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",46,4,0.20,15.61
7028,CA-2017-131653,1/29/2017,2/5/2017,Standard Class,RD-19585,Rob Dowd,Consumer,United States,New York City,New York,10011,East,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5,2,0.00,2.40
7029,US-2016-157840,12/20/2016,12/23/2016,Second Class,MC-17575,Matt Collins,Consumer,United States,Fremont,Nebraska,68025,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,34,5,0.00,15.59
7030,CA-2016-145548,11/11/2016,11/16/2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,28,3,0.00,7.88
7031,CA-2016-145548,11/11/2016,11/16/2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36,2,0.00,6.48
7032,CA-2016-145548,11/11/2016,11/16/2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",93,3,0.00,25.09
7033,CA-2016-145548,11/11/2016,11/16/2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",246,3,0.10,8.19
7034,CA-2016-145548,11/11/2016,11/16/2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,55,3,0.20,17.19
7035,CA-2016-145548,11/11/2016,11/16/2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35,3,0.20,11.45
7036,CA-2017-119494,11/9/2017,11/13/2017,Standard Class,JE-15610,Jim Epp,Corporate,United States,San Diego,California,92105,West,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",523,3,0.20,52.34
7037,CA-2014-124618,5/2/2014,5/4/2014,Second Class,CS-11860,Cari Schnelling,Consumer,United States,Lakeland,Florida,33801,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,480,2,0.20,90.00
7038,CA-2017-161970,9/22/2017,9/27/2017,Standard Class,PB-19105,Peter Bühler,Consumer,United States,Smyrna,Georgia,30080,South,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,13,2,0.00,6.22
7039,CA-2017-161970,9/22/2017,9/27/2017,Standard Class,PB-19105,Peter Bühler,Consumer,United States,Smyrna,Georgia,30080,South,OFF-AR-10003896,Office Supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",18,3,0.00,6.46
7040,CA-2017-103443,12/17/2017,12/23/2017,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,10009,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,167,2,0.00,41.68
7041,CA-2017-103443,12/17/2017,12/23/2017,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,10009,East,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,25,3,0.20,8.38
7042,CA-2017-103443,12/17/2017,12/23/2017,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,10009,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124,2,0.00,27.36
7043,US-2017-165358,7/18/2017,7/23/2017,Standard Class,SV-20365,Seth Vernon,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,600,5,0.40,70.00
7044,US-2017-165358,7/18/2017,7/23/2017,Standard Class,SV-20365,Seth Vernon,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",199,4,0.30,-14.20
7045,US-2017-165358,7/18/2017,7/23/2017,Standard Class,SV-20365,Seth Vernon,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9,2,0.20,1.15
7046,CA-2016-160136,11/3/2016,11/9/2016,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Dallas,Texas,75217,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,9,2,0.20,3.35
7047,CA-2014-150581,4/8/2014,4/12/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,Concord,California,94521,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,100,1,0.20,2.49
7048,CA-2014-150581,4/8/2014,4/12/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,Concord,California,94521,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,400,4,0.00,139.99
7049,CA-2016-119515,8/14/2016,8/16/2016,First Class,TR-21325,Toby Ritter,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,16,3,0.20,5.44
7050,CA-2014-141355,9/25/2014,9/30/2014,Standard Class,BF-11005,Barry Franz,Home Office,United States,Aurora,Colorado,80013,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,15,2,0.20,2.37
7051,CA-2016-165330,12/11/2016,12/11/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,210,5,0.20,68.12
7052,CA-2016-165330,12/11/2016,12/11/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23,2,0.00,6.06
7053,CA-2016-165330,12/11/2016,12/11/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",31,1,0.00,13.94
7054,CA-2016-165330,12/11/2016,12/11/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,120,4,0.00,25.19
7055,CA-2016-165330,12/11/2016,12/11/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",364,5,0.20,-31.84
7056,CA-2016-165330,12/11/2016,12/11/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,36,3,0.20,11.19
7057,CA-2016-165330,12/11/2016,12/11/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,123,9,0.20,39.87
7058,CA-2016-165330,12/11/2016,12/11/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,892,7,0.20,111.52
7059,CA-2016-165330,12/11/2016,12/11/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,50,3,0.00,2.01
7060,CA-2016-165330,12/11/2016,12/11/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,83,2,0.00,24.19
